TeamID,TeamName,FirstD1Season,LastD1Season,TeamNameSpelling
1312,NJIT,2007,2026,n.j.i.t.
1312,NJIT,2007,2026,new jersey tech
1312,NJIT,2007,2026,new-jersey-tech
1312,NJIT,2007,2026,njit
1313,Norfolk St,1998,2026,norfolk st
1313,Norfolk St,1998,2026,norfolk st.
1313,Norfolk St,1998,2026,norfolk state
1313,Norfolk St,1998,2026,norfolk-st
1313,Norfolk St,1998,2026,norfolk-state
1314,North Carolina,1985,2026,north carolina
1314,North Carolina,1985,2026,north-carolina
1314,North Carolina,1985,2026,unc
1315,North Dakota,2009,2026,north dakota
1315,North Dakota,2009,2026,north-dakota
1316,North Florida,2006,2026,north florida
1316,North Florida,2006,2026,north-florida
1317,North Texas,1985,2026,north texas
1317,North Texas,1985,2026,north-texas
1318,Northeastern,1985,2026,northeastern
1319,Northern Arizona,1985,2026,northern ariz.
1319,Northern Arizona,1985,2026,northern arizona
1319,Northern Arizona,1985,2026,northern-ariz
1319,Northern Arizona,1985,2026,northern-arizona
1320,Northern Iowa,1985,2026,northern iowa
1320,Northern Iowa,1985,2026,northern-iowa
1320,Northern Iowa,1985,2026,uni
1321,Northwestern,1985,2026,northwestern
1322,Northwestern LA,1985,2026,northwestern la
1322,Northwestern LA,1985,2026,northwestern st.
1322,Northwestern LA,1985,2026,northwestern state
1322,Northwestern LA,1985,2026,northwestern-st
1322,Northwestern LA,1985,2026,northwestern-state
1323,Notre Dame,1985,2026,notre dame
1323,Notre Dame,1985,2026,notre-dame
1324,Oakland,2000,2026,oakland
1325,Ohio,1985,2026,ohio
1326,Ohio St,1985,2026,ohio st
1326,Ohio St,1985,2026,ohio st.
1326,Ohio St,1985,2026,ohio state
1326,Ohio St,1985,2026,ohio-st
1326,Ohio St,1985,2026,ohio-state
1327,Okla City,1985,1985,okla city
1327,Okla City,1985,1985,oklahoma city
1328,Oklahoma,1985,2026,oklahoma
1329,Oklahoma St,1985,2026,oklahoma st
1329,Oklahoma St,1985,2026,oklahoma st.
1329,Oklahoma St,1985,2026,oklahoma state
1329,Oklahoma St,1985,2026,oklahoma-st
1329,Oklahoma St,1985,2026,oklahoma-state
1330,Old Dominion,1985,2026,old dominion
1330,Old Dominion,1985,2026,old-dominion
1331,Oral Roberts,1985,2026,oral roberts
1331,Oral Roberts,1985,2026,oral-roberts
1332,Oregon,1985,2026,oregon
1333,Oregon St,1985,2026,oregon st
1333,Oregon St,1985,2026,oregon st.
1333,Oregon St,1985,2026,oregon state
1333,Oregon St,1985,2026,oregon-st
1333,Oregon St,1985,2026,oregon-state
1334,Pacific,1985,2026,pacific
1335,Penn,1985,2026,penn
1335,Penn,1985,2026,pennsylvania
1336,Penn St,1985,2026,penn st
1336,Penn St,1985,2026,penn st.
1336,Penn St,1985,2026,penn state
1336,Penn St,1985,2026,penn-st
1336,Penn St,1985,2026,penn-state
1337,Pepperdine,1985,2026,pepperdine
1338,Pittsburgh,1985,2026,pitt
1338,Pittsburgh,1985,2026,pittsburgh
1339,Portland,1985,2026,portland
1340,Portland St,1999,2026,portland st
1340,Portland St,1999,2026,portland st.
1340,Portland St,1999,2026,portland state
1340,Portland St,1999,2026,portland-st
1340,Portland St,1999,2026,portland-state
1341,Prairie View,1985,2026,prairie view
1341,Prairie View,1985,2026,prairie view a&m
1341,Prairie View,1985,2026,prairie-view
1341,Prairie View,1985,2026,prairie-view-am
1342,Presbyterian,2008,2026,presbyterian
1343,Princeton,1985,2026,princeton
1344,Providence,1985,2026,providence
1345,Purdue,1985,2026,purdue
1346,Quinnipiac,1999,2026,quinnipiac
1347,Radford,1985,2026,radford
1348,Rhode Island,1985,2026,rhode island
1348,Rhode Island,1985,2026,rhode-island
1349,Rice,1985,2026,rice
1350,Richmond,1985,2026,richmond
1351,Rider,1985,2026,rider
1352,Robert Morris,1985,2026,robert morris
1352,Robert Morris,1985,2026,robert-morris
1353,Rutgers,1985,2026,rutgers
1354,S Carolina St,1985,2026,s carolina st
1354,S Carolina St,1985,2026,s carolina state
1354,S Carolina St,1985,2026,sc state
1354,S Carolina St,1985,2026,south carolina st.
1354,S Carolina St,1985,2026,south carolina state
1354,S Carolina St,1985,2026,south-carolina-st
1354,S Carolina St,1985,2026,south-carolina-state
1355,S Dakota St,2006,2026,s dakota st
1355,S Dakota St,2006,2026,south dakota st.
1355,S Dakota St,2006,2026,south dakota state
1355,S Dakota St,2006,2026,south-dakota-st
1355,S Dakota St,2006,2026,south-dakota-state
1356,S Illinois,1985,2026,s illinois
1356,S Illinois,1985,2026,southern ill.
1356,S Illinois,1985,2026,southern illinois
1356,S Illinois,1985,2026,southern-ill
1356,S Illinois,1985,2026,southern-illinois
1357,Sacred Heart,2000,2026,sacred heart
1357,Sacred Heart,2000,2026,sacred-heart
1358,Sam Houston St,1987,2026,sam houston
1358,Sam Houston St,1987,2026,sam houston st
1358,Sam Houston St,1987,2026,sam houston st.
1358,Sam Houston St,1987,2026,sam houston state
1358,Sam Houston St,1987,2026,sam-houston-st
1358,Sam Houston St,1987,2026,sam-houston-state
1359,Samford,1985,2026,samford
1360,San Diego,1985,2026,san diego
1360,San Diego,1985,2026,san-diego
1361,San Diego St,1985,2026,san diego st
1361,San Diego St,1985,2026,san diego st.
1361,San Diego St,1985,2026,san diego state
1361,San Diego St,1985,2026,san-diego-st
1361,San Diego St,1985,2026,san-diego-state
1361,San Diego St,1985,2026,sd state
1362,San Francisco,1986,2026,san francisco
1362,San Francisco,1986,2026,san-francisco
1363,San Jose St,1985,2026,san jose st
1363,San Jose St,1985,2026,san jose st.
1363,San Jose St,1985,2026,san jose state
1363,San Jose St,1985,2026,san-jose-st
1363,San Jose St,1985,2026,san-jose-state
1364,UC Santa Barbara,1985,2026,california-santa barbara
1364,UC Santa Barbara,1985,2026,california-santa-barbara
1364,UC Santa Barbara,1985,2026,santa barbara
1364,UC Santa Barbara,1985,2026,uc santa barb.
1364,UC Santa Barbara,1985,2026,uc santa barbara
1364,UC Santa Barbara,1985,2026,uc-santa barbara
1364,UC Santa Barbara,1985,2026,uc-santa-barbara
1364,UC Santa Barbara,1985,2026,ucsb
1365,Santa Clara,1985,2026,santa clara
1365,Santa Clara,1985,2026,santa-clara
1366,Savannah St,2003,2019,savannah st
1366,Savannah St,2003,2019,savannah st.
1366,Savannah St,2003,2019,savannah state
1366,Savannah St,2003,2019,savannah-st
1366,Savannah St,2003,2019,savannah-state
1367,SC Upstate,2008,2026,sc upstate
1367,SC Upstate,2008,2026,south carolina upstat
1367,SC Upstate,2008,2026,south carolina upstate
1367,SC Upstate,2008,2026,south-carolina-upstate
1367,SC Upstate,2008,2026,usc upstate
1367,SC Upstate,2008,2026,usc-upstate
1368,SE Louisiana,1985,2026,se louisiana
1368,SE Louisiana,1985,2026,southeastern la.
1368,SE Louisiana,1985,2026,southeastern louisiana
1368,SE Louisiana,1985,2026,southeastern-la
1368,SE Louisiana,1985,2026,southeastern-louisiana
1369,SE Missouri St,1992,2026,se missouri st
1369,SE Missouri St,1992,2026,se missouri st.
1369,SE Missouri St,1992,2026,se missouri st.(se
1369,SE Missouri St,1992,2026,se missouri state
1369,SE Missouri St,1992,2026,southeast missouri state
1369,SE Missouri St,1992,2026,southeast mo. st.
1369,SE Missouri St,1992,2026,southeast-missouri-state
1369,SE Missouri St,1992,2026,southeast-mo-st
1370,Seattle,2009,2026,seattle
1370,Seattle,2009,2026,seattle u
1370,Seattle,2009,2026,seattle-u
1371,Seton Hall,1985,2026,seton hall
1371,Seton Hall,1985,2026,seton-hall
1372,SF Austin,1987,2026,sf austin
1372,SF Austin,1987,2026,sfa
1372,SF Austin,1987,2026,stephen f. austin
1372,SF Austin,1987,2026,stephen-f-austin
1373,Siena,1985,2026,siena
1374,SMU,1985,2026,smu
1374,SMU,1985,2026,southern methodist
1374,SMU,1985,2026,southern-methodist
1375,South Alabama,1985,2026,south ala.
1375,South Alabama,1985,2026,south alabama
1375,South Alabama,1985,2026,south-ala
1375,South Alabama,1985,2026,south-alabama
1376,South Carolina,1985,2026,south carolina
1376,South Carolina,1985,2026,south-carolina
1377,South Dakota,2009,2026,south dakota
1377,South Dakota,2009,2026,south-dakota
1378,South Florida,1985,2026,south fla.
1378,South Florida,1985,2026,south florida
1378,South Florida,1985,2026,south-fla
1378,South Florida,1985,2026,south-florida
1379,Southern Miss,1985,2026,southern miss
1379,Southern Miss,1985,2026,southern miss.
1379,Southern Miss,1985,2026,southern mississippi
1379,Southern Miss,1985,2026,southern-miss
1379,Southern Miss,1985,2026,southern-mississippi
1380,Southern Univ,1985,2026,southern
1380,Southern Univ,1985,2026,southern u
1380,Southern Univ,1985,2026,southern u.
1380,Southern Univ,1985,2026,southern un
1380,Southern Univ,1985,2026,southern univ
1380,Southern Univ,1985,2026,southern-u
1380,Southern Univ,1985,2026,southern-university
1381,Southern Utah,1989,2026,southern utah
1381,Southern Utah,1989,2026,southern-utah
1382,St Bonaventure,1985,2026,saint bonaventure
1382,St Bonaventure,1985,2026,st bonaventure
1382,St Bonaventure,1985,2026,st-bonaventure
1382,St Bonaventure,1985,2026,st. bonaventure
1383,St Francis NY,1985,2023,saint francis (ny)
1383,St Francis NY,1985,2023,st francis (ny)
1383,St Francis NY,1985,2023,st francis ny
1383,St Francis NY,1985,2023,st-francis-brooklyn
1383,St Francis NY,1985,2023,st-francis-ny
1383,St Francis NY,1985,2023,st. francis (bkn)
1383,St Francis NY,1985,2023,st. francis (ny)
1383,St Francis NY,1985,2023,st. francis brooklyn
1383,St Francis NY,1985,2023,st. francis-ny
1384,St Francis PA,1985,2026,saint francis (pa)
1384,St Francis PA,1985,2026,saint-francis-pa
1384,St Francis PA,1985,2026,st francis (pa)
1384,St Francis PA,1985,2026,st francis pa
1384,St Francis PA,1985,2026,st-francis-pa
1384,St Francis PA,1985,2026,st. francis (pa)
1385,St John's,1985,2026,saint john`s
1385,St John's,1985,2026,st john's
1385,St John's,1985,2026,st john's (ny)
1385,St John's,1985,2026,st-johns
1385,St John's,1985,2026,st-johns-ny
1385,St John's,1985,2026,st. john's
1385,St John's,1985,2026,st. john's (ny)
1385,St John's,1985,2026,st. john`s (ny)
1386,St Joseph's PA,1985,2026,saint joseph's
1386,St Joseph's PA,1985,2026,saint joseph`s
1386,St Joseph's PA,1985,2026,saint-josephs
1386,St Joseph's PA,1985,2026,sju (pa)
1386,St Joseph's PA,1985,2026,st joseph's
1386,St Joseph's PA,1985,2026,st joseph's pa
1386,St Joseph's PA,1985,2026,st-josephs-pa
1386,St Joseph's PA,1985,2026,st. joseph's
1386,St Joseph's PA,1985,2026,st. joseph's pa
1387,St Louis,1985,2026,saint louis
1387,St Louis,1985,2026,saint-louis
1387,St Louis,1985,2026,saintlouis
1387,St Louis,1985,2026,st louis
1388,St Mary's CA,1985,2026,saint mary's
1388,St Mary's CA,1985,2026,saint mary's (ca)
1388,St Mary's CA,1985,2026,saint mary`s
1388,St Mary's CA,1985,2026,saint-marys
1388,St Mary's CA,1985,2026,saint-marys-ca
1388,St Mary's CA,1985,2026,st mary's (ca)
1388,St Mary's CA,1985,2026,st mary's ca
1388,St Mary's CA,1985,2026,st-marys-ca
1388,St Mary's CA,1985,2026,st. mary's
1388,St Mary's CA,1985,2026,st. mary's (ca)
1388,St Mary's CA,1985,2026,st. mary`s (ca)
1389,St Peter's,1985,2026,saint peter's
1389,St Peter's,1985,2026,saint peter`s
1389,St Peter's,1985,2026,saint-peters
1389,St Peter's,1985,2026,st peter's
1389,St Peter's,1985,2026,st-peters
1389,St Peter's,1985,2026,st. peter's
1390,Stanford,1985,2026,stanford
1391,Stetson,1985,2026,stetson
1392,Stony Brook,2000,2026,stony brook
1392,Stony Brook,2000,2026,stony-brook
1393,Syracuse,1985,2026,syracuse
1394,TAM C. Christi,2003,2026,a&m-corpus chris
1394,TAM C. Christi,2003,2026,a&m-corpus christi
1394,TAM C. Christi,2003,2026,am-corpus-chris
1394,TAM C. Christi,2003,2026,tam c
1394,TAM C. Christi,2003,2026,tam c. christi
1394,TAM C. Christi,2003,2026,texas a&m cc
1394,TAM C. Christi,2003,2026,texas a&m corpus
1394,TAM C. Christi,2003,2026,texas a&m-cc
1394,TAM C. Christi,2003,2026,texas a&m-corpus christi
1394,TAM C. Christi,2003,2026,texas-am-corpus-christi
1395,TCU,1985,2026,tcu
1395,TCU,1985,2026,texas christian
1395,TCU,1985,2026,texas-christian
1396,Temple,1985,2026,temple
1397,Tennessee,1985,2026,tennessee
1398,Tennessee St,1985,2026,tennessee st
1398,Tennessee St,1985,2026,tennessee st.
1398,Tennessee St,1985,2026,tennessee state
1398,Tennessee St,1985,2026,tennessee-st
1398,Tennessee St,1985,2026,tennessee-state
1399,Tennessee Tech,1985,2026,tennessee tech
1399,Tennessee Tech,1985,2026,tennessee-tech
1400,Texas,1985,2026,texas
1401,Texas A&M,1985,2026,texas a&m
1401,Texas A&M,1985,2026,texas-am
1401,Texas A&M,1985,2026,texasa&m
1402,Texas St,1985,2026,texas st
1402,Texas St,1985,2026,texas st.
1402,Texas St,1985,2026,texas state
1402,Texas St,1985,2026,texas-st
1402,Texas St,1985,2026,texas-state
1403,Texas Tech,1985,2026,texas tech
1403,Texas Tech,1985,2026,texas-tech
1404,TN Martin,1993,2026,tenn-martin
1404,TN Martin,1993,2026,tennessee-martin
1404,TN Martin,1993,2026,tn martin
1404,TN Martin,1993,2026,ut martin
1404,TN Martin,1993,2026,ut-martin
1405,Toledo,1985,2026,toledo
1406,Towson,1985,2026,towson
1407,Troy,1994,2026,troy
1407,Troy,1994,2026,troy st.
1408,Tulane,1985,2026,tulane
1409,Tulsa,1985,2026,tulsa
1410,UTRGV,1985,2026,tex.-pan american
1410,UTRGV,1985,2026,texas rio grande valley
1410,UTRGV,1985,2026,texas-pan american
1410,UTRGV,1985,2026,texas-pan-american
1410,UTRGV,1985,2026,texas-rio grande valley
1410,UTRGV,1985,2026,tx pan american
1410,UTRGV,1985,2026,utrgv
1411,TX Southern,1985,2026,texas southern
1411,TX Southern,1985,2026,texas-southern
1411,TX Southern,1985,2026,tx southern
1412,UAB,1985,2026,alabama-birmingham
1412,UAB,1985,2026,uab
1413,UC Davis,2005,2026,california-davis
1413,UC Davis,2005,2026,uc davis
1413,UC Davis,2005,2026,uc-davis
1414,UC Irvine,1985,2026,california-irvine
1414,UC Irvine,1985,2026,uc irvine
1414,UC Irvine,1985,2026,uc-irvine
1415,UC Riverside,2002,2026,cal riverside
1415,UC Riverside,2002,2026,california-riverside
1415,UC Riverside,2002,2026,uc riverside
1415,UC Riverside,2002,2026,uc-riverside
1416,UCF,1985,2026,central florida
1416,UCF,1985,2026,central florida(ucf)
1416,UCF,1985,2026,central-florida
1416,UCF,1985,2026,ucf
1417,UCLA,1985,2026,ucla
1418,Louisiana,1985,2026,la.-lafayette
1418,Louisiana,1985,2026,louisiana
1418,Louisiana,1985,2026,louisiana-lafayette
1418,Louisiana,1985,2026,ull
1419,ULM,1985,2026,la-monroe
1419,ULM,1985,2026,la.-monroe
1419,ULM,1985,2026,louisiana-monroe
1419,ULM,1985,2026,ulm
1420,UMBC,1987,2026,maryland-baltimore county
1420,UMBC,1987,2026,maryland-baltimore-county
1420,UMBC,1987,2026,md baltimore co
1420,UMBC,1987,2026,md baltimore cty
1420,UMBC,1987,2026,umbc
1421,UNC Asheville,1987,2026,n.c. asheville
1421,UNC Asheville,1987,2026,nc asheville
1421,UNC Asheville,1987,2026,north carolina-asheville
1421,UNC Asheville,1987,2026,north-carolina-asheville
1421,UNC Asheville,1987,2026,unc asheville
1421,UNC Asheville,1987,2026,unc-asheville
1422,UNC Greensboro,1992,2026,nc greensboro
1422,UNC Greensboro,1992,2026,nc-greensboro
1422,UNC Greensboro,1992,2026,north carolina-greensboro
1422,UNC Greensboro,1992,2026,north-carolina-greensboro
1422,UNC Greensboro,1992,2026,unc greensboro
1422,UNC Greensboro,1992,2026,uncg
1423,UNC Wilmington,1985,2026,nc wilmington
1423,UNC Wilmington,1985,2026,nc-wilmington
1423,UNC Wilmington,1985,2026,north carolina-wilmington
1423,UNC Wilmington,1985,2026,north-carolina-wilmington
1423,UNC Wilmington,1985,2026,unc wilmington
1423,UNC Wilmington,1985,2026,uncw
1424,UNLV,1985,2026,nevada-las vegas
1424,UNLV,1985,2026,nevada-las-vegas
1424,UNLV,1985,2026,unlv
1425,USC,1985,2026,southern california
1425,USC,1985,2026,southern-california
1425,USC,1985,2026,usc
1426,UT Arlington,1985,2026,texas arlington
1426,UT Arlington,1985,2026,texas-arlington
1426,UT Arlington,1985,2026,ut arlington
1426,UT Arlington,1985,2026,ut-arlington
1427,UT San Antonio,1985,2026,texas san antonio
1427,UT San Antonio,1985,2026,texas-san antonio
1427,UT San Antonio,1985,2026,texas-san antonio(ut
1427,UT San Antonio,1985,2026,texas-san-antonio
1427,UT San Antonio,1985,2026,ut san antonio
1427,UT San Antonio,1985,2026,utsa
1428,Utah,1985,2026,utah
1429,Utah St,1985,2026,utah st
1429,Utah St,1985,2026,utah st.
1429,Utah St,1985,2026,utah state
1429,Utah St,1985,2026,utah-st
1429,Utah St,1985,2026,utah-state
1430,Utah Valley,2005,2026,utah valley
1430,Utah Valley,2005,2026,utah valley st.
1430,Utah Valley,2005,2026,utah-valley
1430,Utah Valley,2005,2026,utah-valley-state
1431,UTEP,1985,2026,texas-el paso
1431,UTEP,1985,2026,texas-el-paso
1431,UTEP,1985,2026,utep
1432,Utica,1985,1987,utica
1433,VCU,1985,2026,va commonwealth
1433,VCU,1985,2026,vcu
1433,VCU,1985,2026,vcu(va. commonwealth
1433,VCU,1985,2026,virginia commonwealth
1433,VCU,1985,2026,virginia-commonwealth
1434,Valparaiso,1985,2026,valparaiso
1435,Vanderbilt,1985,2026,vanderbilt
1436,Vermont,1985,2026,vermont
1437,Villanova,1985,2026,villanova
1438,Virginia,1985,2026,virginia
1439,Virginia Tech,1985,2026,virginia tech
1439,Virginia Tech,1985,2026,virginia-tech
1440,VMI,1985,2026,virginia military
1440,VMI,1985,2026,virginia military institute
1440,VMI,1985,2026,virginia-military-institute
1440,VMI,1985,2026,vmi
1441,W Carolina,1985,2026,estern carolina
1441,W Carolina,1985,2026,w carolina
1441,W Carolina,1985,2026,western caro.
1441,W Carolina,1985,2026,western carolina
1441,W Carolina,1985,2026,western-caro
1441,W Carolina,1985,2026,western-carolina
1442,W Illinois,1985,2026,w illinois
1442,W Illinois,1985,2026,western ill.
1442,W Illinois,1985,2026,western illinois
1442,W Illinois,1985,2026,western-ill
1442,W Illinois,1985,2026,western-illinois
1443,WKU,1985,2026,w kentucky
1443,WKU,1985,2026,western kentucky
1443,WKU,1985,2026,western ky.
1443,WKU,1985,2026,western-kentucky
1443,WKU,1985,2026,western-ky
1443,WKU,1985,2026,wku
1444,W Michigan,1985,2026,w michigan
1444,W Michigan,1985,2026,western mich.
1444,W Michigan,1985,2026,western michigan
1444,W Michigan,1985,2026,western-mich
1444,W Michigan,1985,2026,western-michigan
1445,W Salem St,2007,2010,w salem st
1445,W Salem St,2007,2010,winston salem
1445,W Salem St,2007,2010,winston-salem
1445,W Salem St,2007,2010,winston-salem-state
1446,W Texas A&M,1985,1986,w texas a&m
1446,W Texas A&M,1985,1986,west texas a&m
1447,Wagner,1985,2026,wagner
1448,Wake Forest,1985,2026,wake forest
1448,Wake Forest,1985,2026,wake-forest
1449,Washington,1985,2026,washington
1450,Washington St,1985,2026,washington st
1450,Washington St,1985,2026,washington st.
1450,Washington St,1985,2026,washington state
1450,Washington St,1985,2026,washington-st
1450,Washington St,1985,2026,washington-state
1451,Weber St,1985,2026,weber st
1451,Weber St,1985,2026,weber st.
1451,Weber St,1985,2026,weber state
1451,Weber St,1985,2026,weber-st
1451,Weber St,1985,2026,weber-state
1452,West Virginia,1985,2026,west virginia
1452,West Virginia,1985,2026,west-virginia
1453,WI Green Bay,1985,2026,green bay
1453,WI Green Bay,1985,2026,green-bay
1453,WI Green Bay,1985,2026,wi green bay
1453,WI Green Bay,1985,2026,wis.-green bay
1453,WI Green Bay,1985,2026,wisconsin-green bay
1453,WI Green Bay,1985,2026,wisconsin-green-bay
1454,WI Milwaukee,1991,2026,milwaukee
1454,WI Milwaukee,1991,2026,wi milwaukee
1454,WI Milwaukee,1991,2026,wis.-milwaukee
1454,WI Milwaukee,1991,2026,wisconsin-milwaukee
1455,Wichita St,1985,2026,wichita st
1455,Wichita St,1985,2026,wichita st.
1455,Wichita St,1985,2026,wichita state
1455,Wichita St,1985,2026,wichita-st
1455,Wichita St,1985,2026,wichita-state
1455,Wichita St,1985,2026,wichitastate
1456,William & Mary,1985,2026,william & mary
1456,William & Mary,1985,2026,william--mary
1456,William & Mary,1985,2026,william-mary
1457,Winthrop,1987,2026,winthrop
1458,Wisconsin,1985,2026,wisconsin
1459,Wofford,1996,2026,wofford
1460,Wright St,1988,2026,wright st
1460,Wright St,1988,2026,wright st.
1460,Wright St,1988,2026,wright state
1460,Wright St,1988,2026,wright-st
1460,Wright St,1988,2026,wright-state
1461,Wyoming,1985,2026,wyoming
1462,Xavier,1985,2026,xavier
1463,Yale,1985,2026,yale
1464,Youngstown St,1985,2026,youngstown st
1464,Youngstown St,1985,2026,youngstown st.
1464,Youngstown St,1985,2026,youngstown state
1464,Youngstown St,1985,2026,youngstown-st
1464,Youngstown St,1985,2026,youngstown-state
1465,Cal Baptist,2019,2026,cal baptist
1465,Cal Baptist,2019,2026,california baptist
1466,North Alabama,2019,2026,north ala.
1466,North Alabama,2019,2026,north alabama
1467,Merrimack,2020,2026,merrimack
1468,Bellarmine,2021,2026,bellarmine
1469,Utah Tech,2021,2026,dixie st
1469,Utah Tech,2021,2026,dixie state
1469,Utah Tech,2021,2026,utah tech
1470,Tarleton St,2021,2026,tarleton st
1470,Tarleton St,2021,2026,tarleton state
1471,UC San Diego,2021,2026,uc san diego
1471,UC San Diego,2021,2026,uc-san diego
1472,St Thomas MN,2022,2026,saint thomas (minn.)
1472,St Thomas MN,2022,2026,st thomas mn
1472,St Thomas MN,2022,2026,st. thomas
1473,Lindenwood,2023,2026,lindenwood
1474,Queens NC,2023,2026,queens (nc)
1474,Queens NC,2023,2026,queens nc
1475,Southern Indiana,2023,2026,southern indiana
1476,Stonehill,2023,2026,stonehill
1477,East Texas A&M,2023,2026,east texas a&m
1477,East Texas A&M,2023,2026,texas a&m-commerce
1477,East Texas A&M,2023,2026,tx a&m commerce
1478,Le Moyne,2024,2026,le moyne
1479,Mercyhurst,2025,2026,mercyhurst
1480,West Georgia,2025,2026,west georgia
1481,New Haven,2026,2026,new haven
